ParentID,Ticker,ShortName,BloombergID,DIIGIndex,LargeGreaterThan1B,LargeGreaterThan3B,PMC,HRFprivatemilitary,SIGIRprivemilitary,SIGIRDuns,Subsidiary,MergerYear,RevenueInMillions,RevenueYear,RevenueSourceLink,Replace,JointVenture,LastYear,FirstYear,SizeGuess,NumberOfYears,DACIM,UnknownCompany,FPDSannualRevenue,Top100Federal,AlwaysDisplay,MergerDate,MergerURL,FirstDate,FirstURL,SpunOffFrom,Top6,HooverID,LexisNexisID,TopStandardizedVendor,CSIScreatedDate,CSISmodifiedDate,CSISmodifiedBy,overrideparentdunsnumber,parentheadquarterscountrycode,isforeign,isinternationalNGO,isenterprise,ismultilateral,isngo,isgovernment,multilateraltype,isfaithbased,isnetwork,ispublicprivatepartnership,isUniversityorResearchInstitute,topISO3countrycode,totalamount,topISO3countrytotalamount,isInNeedOfInvestigation,isoverrideISO3countrycode,isnonprofit,IsPreTop6,IsSiliconValley,EntityID,Abbreviation
ACADEMI (Formerly Blackwater),NULL,NULL,NULL,0,1,0,0,0,0,0,0,NULL,1000.0000,2011,http://security.blogs.cnn.com/2011/12/11/blackwater-gets-an-even-bigger-makeover/,NULL,0,NULL,NULL,1,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,2014-07-11 11:02:37.733,CSIS\JEllman,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,681829,NULL
ACADEMY FOR EDUCATIONAL DEVELO,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,2000,NULL,0,1,0,0,452,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,681831,NULL
ACADEMY FOR EDUCATIONAL DEVELOPMENT (AED),NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,2013-11-08 16:27:20.200,CSIS\GSanders,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,1813365494.2300,1285644214.1300,0,NULL,NULL,NULL,NULL,681833,NULL
ACADEMY FOR INTERNATIONAL DEVE,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,2001,NULL,0,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NO DATA FROM D & B,2013-04-03 11:30:27.537,2013-11-18 16:00:33.853,Automated from of amounts and vendorcountry by CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,900000.0000,900000.0000,0,NULL,NULL,NULL,NULL,681835,NULL
ACAMBIS,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,160.0000,2004,http://www.firstwordpharma.com/node/217814?tsid=17,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,824995573.0000,824995573.0000,0,NULL,NULL,NULL,NULL,681839,NULL
ACAP PARTNERS,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,2013-11-08 16:27:20.200,CSIS\GSanders,NULL,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,0,MUS,0.0000,0.0000,1,NULL,NULL,NULL,NULL,NULL,NULL
ACCAO HUMANA,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,2013-11-08 16:27:20.200,CSIS\GSanders,NULL,NULL,1,NULL,0,NULL,1,0,NULL,NULL,NULL,NULL,0,AGO,240000.0000,240000.0000,1,NULL,NULL,NULL,NULL,NULL,NULL
ACCELIO,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
ACCELLIGENCE,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,1,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
ACCENTURE,ACN US Equity,ACCENTURE PLC-A,ACN US Equity,0,1,1,0,0,0,0,0,NULL,23171.0000,2009,NULL,NULL,0,2008,NULL,1,5,1,0,3868,1,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,8184384515.6800,8184384515.6800,0,NULL,NULL,NULL,NULL,681841,ACN 
ACCESS HEALTHCA,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,2002,NULL,0,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,60000.0000,60000.0000,0,NULL,NULL,NULL,NULL,681843,NULL
ACCESS PORTABLE TOILETS,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,2002,NULL,0,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,250255.3100,250255.3100,0,NULL,NULL,NULL,NULL,681845,NULL
ACCION INTERNATIONAL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,2013-11-08 16:27:20.200,CSIS\GSanders,NULL,NULL,NULL,1,0,NULL,1,0,NULL,NULL,NULL,NULL,0,NULL,0.0000,0.0000,1,NULL,NULL,NULL,NULL,NULL,NULL
ACCORDENT TECH,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,2003,NULL,0,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,ACCORDENT TECH,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,62310.0000,62310.0000,0,NULL,NULL,NULL,NULL,681849,NULL
ACCORDIA GLOBAL HEALTH FOUNDATION,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,2013-11-18 16:00:33.853,Automated from of amounts and vendorcountry by CSIS\GSanders,NULL,NULL,NULL,1,0,NULL,1,0,NULL,NULL,NULL,NULL,0,NULL,246171.0000,246171.0000,1,NULL,NULL,NULL,NULL,NULL,NULL
ACCOUNT CONTROL TECHNOLOGY,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,2003,NULL,0,3,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,85316204.6800,82820691.4700,0,NULL,NULL,NULL,NULL,681851,NULL
ACCRA BEACH HOTEL & RESORT,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,2013-11-08 16:27:20.200,CSIS\GSanders,NULL,NULL,NULL,NULL,1,0,0,0,NULL,0,NULL,NULL,0,BRB,60299.0000,60299.0000,1,NULL,0,NULL,NULL,681853,NULL
ACCRA MANUFACTURING,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,1,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
ACCURATE AUTOMATION,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,2000,NULL,0,1,0,0,2,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,18110517.7700,18084742.7700,0,NULL,NULL,NULL,NULL,681855,NULL
ACCUTECH SYSTEMS,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,2003,NULL,0,1,0,0,2,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,8573647.8100,8573647.8100,0,NULL,NULL,NULL,NULL,681869,NULL
ACDI/VOCA,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,2013-11-08 16:27:20.200,CSIS\GSanders,NULL,NULL,0,NULL,0,NULL,1,0,NULL,NULL,NULL,NULL,0,USA,348873459.7200,334456239.7200,1,NULL,NULL,NULL,NULL,681871,NULL
ACE CLEANING S,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,1999,NULL,0,1,0,0,1,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,27217020.7400,27217020.7400,0,NULL,NULL,NULL,NULL,681873,NULL
ACEINFO,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,33.0000,2010,http://www.inc.com/profile/ace-info-solutions,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,2014-04-01 08:53:15.663,Automated from of amounts and vendorcountry by CSIS\GSanders,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,354297339.7638,354297339.7638,NULL,NULL,NULL,NULL,NULL,681885,NULL
ACEPEX MANAGEMENT,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,21.0000,2010,"Off federal, Not big anymore http://www.bgov.com/companies/21454348",NULL,0,NULL,NULL,0,NULL,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,ACEPEX MGMT,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,1698049382.2200,1698049382.2200,0,NULL,NULL,NULL,NULL,681887,NULL
ACME AEROSPACE,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,1,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
Acorn Growth Companies,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,1,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
ACOSTA MANUEL F,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,2000,NULL,0,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,132000.0000,132000.0000,0,NULL,NULL,NULL,NULL,681897,NULL
ACQUISITION HOLDINGS,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,1999,NULL,0,1,0,0,107,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,2007775.7400,2007775.7400,0,NULL,NULL,NULL,NULL,681899,NULL
ACS,ACS US Equity,AFFIL COMPUTER-A,ACS  US Equity,0,1,1,0,0,0,0,1,NULL,6523.0000,2009,NULL,NULL,0,2008,NULL,1,6,0,0,483,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,1254651364.3300,1254886928.3300,0,NULL,NULL,NULL,NULL,681901,ACS 
ACS & SONS,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,2000,NULL,0,1,0,0,4,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,2654225.1500,2654225.1500,0,NULL,NULL,NULL,NULL,681903,NULL
ACTION AGAINST HUNGER - USA,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,2013-11-08 16:27:20.200,CSIS\GSanders,NULL,NULL,0,NULL,0,NULL,1,0,NULL,NULL,NULL,NULL,0,USA,10058149.0000,10058149.0000,1,NULL,NULL,NULL,NULL,NULL,NULL
ACTION AGAINST HUNGER (AAH),NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,2013-11-18 16:00:33.853,Automated from of amounts and vendorcountry by CSIS\GSanders,NULL,NULL,NULL,1,0,NULL,1,0,NULL,NULL,NULL,NULL,0,USA,1500000.0000,1500000.0000,1,NULL,NULL,NULL,NULL,NULL,NULL
ACTION CONTRE LA FAIM,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,2013-11-08 16:27:20.200,CSIS\GSanders,NULL,NULL,NULL,1,0,NULL,1,0,NULL,NULL,NULL,NULL,0,FRA,20830522.0000,20230522.0000,1,NULL,NULL,NULL,NULL,NULL,NULL
ACTION CONTRE LA FAIM (ACF),NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,2013-11-08 16:27:20.200,CSIS\GSanders,NULL,NULL,NULL,1,0,NULL,1,0,NULL,NULL,NULL,NULL,0,FRA,1641471.0000,1641471.0000,1,NULL,NULL,NULL,NULL,NULL,NULL
ACTION CONTRE LA FAIM/FRANCE,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,2013-11-08 16:27:20.200,CSIS\GSanders,NULL,NULL,NULL,1,0,NULL,1,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
ACTION FOR ENTERPRISE,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,2013-11-08 16:27:20.200,CSIS\GSanders,NULL,NULL,0,NULL,0,NULL,1,0,NULL,NULL,NULL,NULL,0,USA,1457168.0000,1457168.0000,1,NULL,NULL,NULL,NULL,NULL,NULL
"ACTION FOR ENTERPRISES, INC",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,2013-11-08 16:27:20.200,CSIS\GSanders,NULL,NULL,0,NULL,0,NULL,1,0,NULL,NULL,NULL,NULL,0,USA,541351.0000,541351.0000,1,NULL,NULL,NULL,NULL,681909,NULL
ACTION TARGET,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,1,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
ACTIONET,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,681365004.8900,681365004.8900,0,NULL,NULL,NULL,NULL,681913,NULL
ACTIVIDENTITY,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,1,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
ACTR/ACCELS,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,2013-11-26 23:13:10.517,Automated VendorCategory assignment by CSIS\GSanders,NULL,NULL,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,0,TJK,168000.0000,168000.0000,1,NULL,1,NULL,NULL,681915,NULL
ACULIGHT,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,2003,NULL,0,2,0,0,7,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,72097505.6100,69438136.6100,0,NULL,NULL,NULL,NULL,681921,NULL
"ACULIGHT CORP , EAGLE GROUP INTERNATIONAL, LLC, PERCEPTEK, INC , RLM HOLDINGS PTY LTD [50%], NANTERO, INC [FEDERAL GOVERNMENT BUSINESS]",NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,1,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
AD COUNCIL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,2013-11-08 16:27:20.200,CSIS\GSanders,NULL,NULL,0,NULL,0,NULL,1,0,NULL,NULL,NULL,NULL,0,USA,11274615.1400,11274615.1400,1,NULL,NULL,NULL,NULL,681925,NULL
ADA,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,2013-11-18 22:33:42.913,CSIS\GSanders,NULL,NULL,0,NULL,0,NULL,1,0,NULL,NULL,NULL,NULL,0,AFG,17435458.6300,15984876.6300,0,1,NULL,NULL,NULL,681927,NULL
"ADAIRE, BELINDA",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,2013-11-18 16:00:33.853,Automated from of amounts and vendorcountry by CSIS\GSanders,NULL,NULL,0,NULL,0,NULL,1,0,NULL,NULL,NULL,NULL,0,NULL,400000.0000,400000.0000,1,NULL,NULL,NULL,NULL,NULL,NULL
ADAM INSTITUTE FOR DEMOCRACY IN MEMORY OF EMI,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,2013-11-08 16:27:20.200,CSIS\GSanders,NULL,NULL,1,NULL,0,NULL,1,0,NULL,NULL,NULL,NULL,0,ISR,1193002.0000,1193002.0000,1,NULL,NULL,NULL,NULL,NULL,NULL
ADAMS COMMUNICATION & ENGINEERING TECHNOLOGY,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,174.5000,2013,https://washingtontechnology.com/toplists/top-100-lists/2015/adams-communiations-and-engineering-technology-inc.aspx,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,2016-02-24 16:10:44.763,CSIS\LLipsey,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,681931,NULL
ADAPTECH,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,2004,NULL,0,1,0,0,1,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,ADAPTECH,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,6178546.6400,6128546.6400,0,NULL,NULL,NULL,NULL,681939,NULL
ADB,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,2013-11-08 16:27:20.200,CSIS\GSanders,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,Regional Development Banks,NULL,NULL,NULL,NULL,PHL,120000.0000,120000.0000,1,NULL,NULL,NULL,NULL,681941,NULL
ADDIS ABABA FISTULA HOSPITAL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,2013-11-08 16:27:20.200,CSIS\GSanders,NULL,NULL,1,NULL,0,NULL,1,0,NULL,NULL,NULL,NULL,0,ETH,2288200.0000,2288200.0000,1,NULL,NULL,NULL,NULL,NULL,NULL
ADECCO,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,2003,NULL,0,2,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,ADECCO TECHNICAL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,122001.0000,122001.0000,0,NULL,NULL,NULL,NULL,681947,NULL
